AMA01-01-343600	AMA
AMA01-02-343601	AMA
AMA01-03-343602	AMA
AMA01-04-343603	AMA
AMA01-05-343604	AMA
AMA01-06-343605	AMA
AMA02-01-343606	AMA
AMA02-02-343607	AMA
AMA02-03-343608	AMA
AMA02-04-343609	AMA
AMA02-05-343696	AMA
AMA02-06-343697	AMA
AMA03-01-343698	AMA
AMA03-02-343699	AMA
AMA03-03-343700	AMA
AMA03-04-343701	AMA
AMA03-05-343702	AMA
AMA03-06-343703	AMA
BIN01-01-343610	BIN
BIN01-03-343612	BIN
BIN01-04_R-343689	BIN
BIN01-05-343614	BIN
BIN01-06-343615	BIN
BIN02-06-343709	BIN
MAR01-04-343619	GPA
MAR02-01-343622	MRN
MAR02-02-343623	MRN
MAR02-03-343624	MRN
MAR02-04-343625	MRN
MAR02-05-343626	MRN
MAR02-06-343627	MRN
MAR03-01-343628	MRN
MAR03-03-343630	MRN
MAR04-02-343635	MRN
MAR04-04_R-343690	MRN
MAR04-06-343639	MRN
MAR05-01-343640	MRN
MAR05-02-343641	MRN
MAR05-03-343642	MRN
MAR05-04-343643	MRN
MAR05-05-343644	MRN
MAR06-01-343646	GPA
MAR06-02-343647	GPA
MAR07-01-343714	MR7
MAR08-01-343720	MRS
MAR08-02-343721	MRS
MAR08-03-343722	MRS
MAR08-05-343724	MRS
MAR09-06-343731	GPA
MAR10-04-343735	MRS
VER02-04-343657	GPA
VER03-01-343660	VER
VER03-02-343661	VER
VER03-03-343662	VER
VER03-04-343663	VER
VER03-05-343664	VER
VER03-06-343665	VER
VER05-01-343742	VER
VER05-02-343743	VER
VER05-03-343744	VER
VER05-04-343745	VER
VER05-05-343746	VER
VER06-02-343749	VER
VER06-03-343750	VER
VER06-04-343751	VER
VER06-05-343752	VER
VER06-06-343753	VER
VER07-02-343755	VER
VER08-01-343756	VER
VER08-02_R-343695	VER
VER08-03_R-343785	VER
VER08-04-343759	VER
VER08-05-343760	VER
VER08-06-343761	VER
VER09-01-343762	GPA
VER09-04-343765	GPA
VER09-05-343766	GPA
WHT01-01-343668	WHT
WHT01-02-343669	WHT
ZDE01-01-343670	ZDE
ZDE01-02-343671	ZDE
ZDE01-03-343672	ZDE
ZDE01-04-343673	ZDE
ZDE01-05-343674	ZDE
ZDE01-06_R-343691	ZDE
ZDE02-01-343676	ZDE
ZDE02-02-343677	ZDE
ZDE02-03-343678	ZDE
ZDE02-04-343679	ZDE
ZDE02-05-343680	ZDE
ZDE02-06-343681	ZDE
ZPC01-01-343682	ZPC
ZPC01-02-343683	ZPC
ZPC01-03_R-343692	ZPC
ZPC01-04-343685	ZPC
ZPC01-05-343686	ZPC
ZPC01-06-343687	ZPC
